year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,female,56,"married, spouse present",white,white,puerto rican,puerto rican,"yes, but not well",with health insurance coverage
2019,male,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,60,"married, spouse present",two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,72,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,39,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,37,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,68,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,75,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,26,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,40,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,64,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,81,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,16,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,68,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,37,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,42,"married, spouse present",two major races,white and japanese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",other asian or pacific islander,korean,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,49,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,13,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,71,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,29,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,9,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,77,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,63,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,78,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,29,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,76,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,33,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,48,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,black/african american,black/african american,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,49,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,33,never married/single,two major races,white and native hawaiian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,34,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,female,75,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,19,never married/single,two major races,white and black,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,77,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,72,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,3,never married/single,white,white,mexican,mexican,n/a (blank),with health insurance coverage
2019,female,36,"married, spouse present",other asian or pacific islander,asian indian and asian write_in,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,78,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,85,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,5,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,73,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,46,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,54,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,55,"married, spouse present",white,white,puerto rican,puerto rican,"yes, speaks only english",with health insurance coverage
2019,male,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,61,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,94,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,64,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,71,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,42,divorced,white,white,other,dominican,"yes, speaks only english",with health insurance coverage
2019,male,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,68,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,never married/single,"other race, nec","other race, n.e.c",puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,19,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,94,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,75,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,73,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,6,never married/single,white,white,other,honduran,"yes, speaks well",with health insurance coverage
2019,female,45,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,40,"married, spouse present","other race, nec","other race, n.e.c",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,43,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,42,never married/single,"other race, nec","other race, n.e.c",other,colombian,"yes, speaks only english",with health insurance coverage
2019,female,25,never married/single,black/african american,black/african american,cuban,cuban,"yes, speaks well",with health insurance coverage
2019,male,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,"married, spouse present",two major races,white and aian,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,44,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,40,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,2,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,n/a (blank),with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",american indian or alaska native,"other amer. indian tribe (2000,acs)",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,78,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,84,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,37,"married, spouse present",other asian or pacific islander,korean,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,48,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,90 (90+ in 1980 and 1990),widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,divorced,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,27,never married/single,two major races,white and other race write_in,other,"other, n.s","yes, speaks very well",with health insurance coverage
2019,male,45,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,49,"married, spouse absent",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,40,"married, spouse absent",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,46,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,40,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,78,widowed,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,55,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,42,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,48,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,27,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,white,white,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,female,less than 1 year old,never married/single,white,white,mexican,mexican,n/a (blank),with health insurance coverage
2019,male,82,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,29,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,77,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,5,never married/single,other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",american indian or alaska native,crow,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,82,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,26,"married, spouse absent",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,33,"married, spouse present",two major races,white and black,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,59,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,47,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,30,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,87,divorced,"other race, nec","other race, n.e.c",mexican,mexican,does not speak english,with health insurance coverage
2019,female,less than 1 year old,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,11,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,87,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,82,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,19,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present","other race, nec","other race, n.e.c",other,salvadoran,"yes, but not well",with health insurance coverage
2019,female,43,divorced,white,white,other,salvadoran,"yes, speaks very well",with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,53,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",no health insurance coverage
2019,male,28,never married/single,"other race, nec","other race, n.e.c",other,guatemalan,"yes, speaks only english",with health insurance coverage
2019,female,9,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,78,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,21,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,71,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,60,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,37,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,27,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,72,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,55,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,5,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,63,"married, spouse present",other asian or pacific islander,korean,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,66,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,34,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,16,never married/single,three or more major races,"white, black, aian",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,7,never married/single,black/african american,black/african american,other,dominican,"yes, speaks well",no health insurance coverage
2019,female,95,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,3,never married/single,white,white,mexican,mexican,n/a (blank),with health insurance coverage
2019,female,46,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,75,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,5,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,42,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,"married, spouse absent",two major races,white and chinese,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,42,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,13,never married/single,two major races,white and other asian race(s),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,"married, spouse present",other asian or pacific islander,pakistani,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,56,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,female,17,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",white,white,mexican,mexican,"yes, but not well",with health insurance coverage
2019,female,46,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,40,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,80,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,22,never married/single,white,white,other,bolivian,"yes, speaks very well",with health insurance coverage
2019,female,47,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,63,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,40,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,67,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,widowed,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,80,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,77,widowed,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,81,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,9,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,45,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,28,never married/single,black/african american,black/african american,puerto rican,puerto rican,does not speak english,with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,23,"married, spouse absent",chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,47,never married/single,white,white,mexican,mexican,"yes, speaks well",with health insurance coverage
2019,male,19,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,19,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,89,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,53,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,61,separated,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,53,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,63,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,93,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,60,"married, spouse present",two major races,white and filipino,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,32,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,65,"married, spouse present",white,white,other,salvadoran,"yes, but not well",with health insurance coverage
2019,male,50,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,6,never married/single,three or more major races,"asian, pi, other race write_in",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,47,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",no health insurance coverage
2019,female,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,17,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,72,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
