year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,distance,origin,dest
2013,9,25,1402.0,1410,1647.0,1635,762,LGA,ATL
2013,5,31,1523.0,1455,1644.0,1638,301,JFK,BUF
2013,8,27,1801.0,1800,1916.0,1920,711,EWR,MDW
2013,11,2,1250.0,1300,1408.0,1413,214,LGA,DCA
2013,5,27,1842.0,1855,2053.0,2050,1020,LGA,MSP
2013,12,7,1536.0,1548,1806.0,1816,762,LGA,ATL
2013,7,19,653.0,655,1041.0,1101,1598,JFK,SJU
2013,12,13,1521.0,1515,1850.0,1838,2422,JFK,SEA
2013,6,17,1732.0,1720,1957.0,1948,1605,EWR,DEN
2013,8,7,1655.0,1459,1956.0,1737,762,LGA,ATL
2013,2,18,1454.0,1455,1625.0,1637,301,JFK,BUF
2013,7,1,654.0,700,823.0,807,214,LGA,DCA
2013,12,13,937.0,930,1514.0,1527,4963,EWR,HNL
2013,3,28,927.0,918,1028.0,1025,187,JFK,BOS
2013,1,16,1444.0,1320,1648.0,1508,872,EWR,STL
2013,7,4,854.0,900,1120.0,1120,1092,EWR,MCI
2013,12,25,2144.0,2145,27.0,19,937,EWR,MCO
2013,7,14,1342.0,1348,1451.0,1509,273,JFK,PWM
2013,3,17,1250.0,1115,1545.0,1416,1010,LGA,TPA
2013,1,6,2002.0,2000,2224.0,2208,631,EWR,TYS
2013,9,9,1833.0,1842,1950.0,2019,764,LGA,BNA
2013,7,7,2139.0,2124,2256.0,2245,209,EWR,MHT
2013,12,15,2017.0,1900,2133.0,2035,733,LGA,ORD
2013,11,27,946.0,949,1251.0,1237,944,JFK,MCO
2013,8,22,1523.0,1441,1844.0,1755,1076,LGA,FLL
2013,10,2,1454.0,1459,1743.0,1756,2248,JFK,LAS
2013,4,10,1532.0,1540,1642.0,1650,96,LGA,PHL
2013,6,3,2143.0,1930,2320.0,2139,427,JFK,RDU
2013,2,8,604.0,610,859.0,915,1096,LGA,MIA
2013,8,11,2220.0,2225,2320.0,2330,195,LGA,MHT
2013,6,22,200.0,2359,535.0,350,1617,JFK,PSE
2013,7,29,1705.0,1650,1852.0,1859,963,LGA,MEM
2013,6,16,723.0,730,1027.0,1034,2422,JFK,SEA
2013,12,30,1925.0,1930,2232.0,2236,950,LGA,MCO
2013,6,14,1741.0,1735,2106.0,2108,2422,JFK,SEA
2013,1,3,556.0,600,852.0,837,762,LGA,ATL
2013,10,2,756.0,800,916.0,929,719,EWR,ORD
2013,12,19,930.0,929,1044.0,1045,200,EWR,BOS
2013,9,17,847.0,850,1102.0,1108,1605,EWR,DEN
2013,2,3,2035.0,2029,2250.0,2233,1008,EWR,MSP
2013,7,3,810.0,755,1029.0,950,544,LGA,CLT
2013,9,19,926.0,929,1204.0,1234,1065,EWR,FLL
2013,4,18,810.0,815,1138.0,1045,1620,LGA,DEN
2013,10,27,1657.0,1700,1932.0,1945,2248,JFK,LAS
2013,10,6,1110.0,1113,1303.0,1332,1620,LGA,DEN
2013,3,28,626.0,630,753.0,810,416,EWR,RDU
2013,7,8,1747.0,1617,2034.0,1811,533,EWR,DAY
2013,1,4,1328.0,1330,1606.0,1641,2465,JFK,BUR
2013,4,16,1154.0,1200,1339.0,1354,541,JFK,CLT
2013,10,30,950.0,1000,1130.0,1131,397,LGA,CAK
2013,8,30,1800.0,1800,2045.0,2130,2586,JFK,SFO
2013,6,15,1946.0,1930,2221.0,2238,1076,LGA,FLL
2013,1,28,850.0,855,1057.0,1104,509,JFK,DTW
2013,12,25,1920.0,1921,2307.0,2246,1990,JFK,SLC
2013,2,15,958.0,1000,1201.0,1209,544,LGA,CLT
2013,10,19,600.0,600,903.0,858,1076,LGA,FLL
2013,11,22,2106.0,1900,2239.0,2035,733,LGA,ORD
2013,3,7,1734.0,1648,1851.0,1806,246,EWR,ROC
2013,3,29,1559.0,1600,1844.0,1900,1065,EWR,FLL
2013,10,16,1055.0,1055,1338.0,1356,1990,JFK,SLC
2013,8,27,1926.0,1900,2053.0,2030,214,LGA,DCA
2013,2,9,,1450,,1631,301,JFK,BUF
2013,1,8,855.0,859,1134.0,1145,762,LGA,ATL
2013,1,22,652.0,700,821.0,850,733,LGA,ORD
2013,11,16,1338.0,1340,1637.0,1645,1076,LGA,FLL
2013,5,4,1630.0,1635,1818.0,1835,488,EWR,DTW
2013,12,18,1710.0,1700,2004.0,2020,1085,EWR,MIA
2013,11,18,1923.0,1930,2239.0,2249,1587,JFK,SAT
2013,2,21,649.0,700,745.0,807,184,LGA,BOS
2013,10,11,818.0,829,1031.0,1029,502,LGA,DTW
2013,12,2,813.0,815,1050.0,1123,1428,JFK,HOU
2013,9,14,1057.0,1059,1310.0,1330,820,EWR,JAX
2013,3,5,1834.0,1730,2131.0,2050,1089,JFK,MIA
2013,12,16,1448.0,1441,1707.0,1712,746,EWR,ATL
2013,3,8,,930,,1200,659,LGA,SDF
2013,10,30,919.0,920,1241.0,1235,2475,JFK,LAX
2013,6,3,1915.0,1859,2126.0,2134,1113,JFK,MCI
2013,3,30,947.0,950,1231.0,1254,1069,JFK,FLL
2013,5,23,1742.0,1726,2049.0,2027,2227,EWR,LAS
2013,8,8,1518.0,1520,1848.0,1805,2248,JFK,LAS
2013,5,6,2120.0,2058,2227.0,2218,200,EWR,BOS
2013,6,27,1613.0,1615,1839.0,1831,1020,LGA,MSP
2013,11,20,1654.0,1700,1858.0,1913,569,EWR,CVG
2013,7,11,737.0,740,1039.0,1055,2586,JFK,SFO
2013,10,14,619.0,620,731.0,740,725,LGA,MDW
2013,11,14,1802.0,1810,2051.0,2129,2465,JFK,LGB
2013,10,26,1553.0,1530,1803.0,1750,746,EWR,ATL
2013,5,19,1759.0,1630,2100.0,1920,1626,JFK,DEN
2013,8,28,2055.0,1910,2307.0,2210,1389,LGA,DFW
2013,2,10,,1915,,2111,740,JFK,ORD
2013,6,7,856.0,900,1222.0,1219,1096,LGA,MIA
2013,2,9,,1145,,1335,419,LGA,CLE
2013,1,20,1557.0,1600,1850.0,1914,1035,LGA,PBI
2013,6,12,604.0,605,712.0,720,711,EWR,MDW
2013,8,7,1712.0,1710,1928.0,1932,2133,EWR,PHX
2013,1,9,1232.0,1240,1438.0,1445,502,LGA,DTW
2013,1,14,2045.0,2055,2249.0,2250,502,LGA,DTW
2013,3,11,1259.0,1245,1612.0,1545,1411,EWR,HOU
2013,9,7,1122.0,1129,1310.0,1400,2248,JFK,LAS
2013,7,25,1645.0,1650,1847.0,1859,963,LGA,MEM
2013,1,5,1831.0,1836,1952.0,2010,301,JFK,BUF
2013,4,29,829.0,829,1012.0,1024,479,LGA,CMH
2013,8,26,1207.0,1159,1515.0,1510,2565,EWR,SFO
2013,7,11,1455.0,1448,1720.0,1745,2425,EWR,SAN
2013,9,5,1451.0,1450,1740.0,1755,1065,EWR,FLL
2013,10,12,709.0,710,1009.0,1025,1089,JFK,MIA
2013,9,27,759.0,805,1040.0,1101,1010,LGA,TPA
2013,11,30,1038.0,1040,1331.0,1355,1096,LGA,MIA
2013,7,8,1832.0,1455,2103.0,1715,509,JFK,DTW
2013,12,11,1130.0,1130,1329.0,1342,1020,LGA,MSP
2013,10,9,914.0,930,1056.0,1103,288,JFK,RIC
2013,10,3,1753.0,1800,1913.0,1915,214,LGA,DCA
2013,7,1,2210.0,2129,2300.0,2235,116,EWR,BDL
2013,2,17,1648.0,1630,2013.0,2015,2586,JFK,SFO
2013,12,24,1138.0,1137,1445.0,1443,1400,EWR,IAH
2013,6,16,1620.0,1630,1822.0,1845,502,LGA,DTW
2013,7,1,1610.0,1545,1720.0,1710,719,EWR,ORD
2013,2,2,746.0,740,1039.0,1045,1400,EWR,IAH
2013,9,20,1937.0,1645,2310.0,2015,2586,JFK,SFO
2013,5,24,1806.0,1710,1953.0,1915,740,JFK,ORD
2013,12,29,2046.0,2021,43.0,2357,2586,JFK,SFO
2013,2,9,,2125,,2240,213,JFK,DCA
2013,5,6,1814.0,1659,2006.0,1906,569,EWR,CVG
2013,9,20,1812.0,1815,1928.0,1947,738,LGA,MKE
2013,5,12,1743.0,1730,2027.0,2017,937,EWR,MCO
2013,5,19,1846.0,1700,2028.0,1832,273,JFK,PWM
2013,11,14,539.0,545,833.0,855,1089,JFK,MIA
2013,12,5,2001.0,1900,2128.0,2043,719,EWR,ORD
2013,11,25,,730,,1040,1372,EWR,DFW
2013,8,13,939.0,940,1101.0,1110,725,LGA,MDW
2013,6,1,1858.0,1850,2045.0,2046,340,JFK,PIT
2013,1,18,1413.0,1420,1621.0,1620,1020,LGA,MSP
2013,3,17,1501.0,1510,1715.0,1659,872,EWR,STL
2013,4,21,1215.0,1215,1347.0,1350,872,EWR,STL
2013,3,27,603.0,610,908.0,941,2565,EWR,SFO
2013,10,2,2015.0,2003,2239.0,2237,1325,EWR,OKC
2013,9,23,1335.0,1340,1512.0,1459,301,JFK,BUF
2013,2,22,,600,,801,488,EWR,DTW
2013,11,27,1312.0,1300,1545.0,1605,1372,EWR,DFW
2013,3,8,1216.0,1200,1433.0,1315,213,JFK,DCA
2013,8,11,1719.0,1705,2015.0,2004,2446,JFK,SAN
2013,11,30,1250.0,1300,1354.0,1413,214,LGA,DCA
2013,5,18,624.0,630,748.0,803,416,EWR,RDU
2013,9,30,1510.0,1510,1720.0,1735,665,JFK,IND
2013,7,21,641.0,645,841.0,845,1182,JFK,MSY
2013,11,6,823.0,830,1005.0,1024,427,JFK,RDU
2013,7,28,1356.0,1359,1732.0,1724,2586,JFK,SFO
2013,3,23,1347.0,1356,1449.0,1506,209,EWR,MHT
2013,8,9,2226.0,2057,116.0,2359,997,EWR,TPA
2013,1,30,1603.0,1600,1707.0,1712,184,LGA,BOS
2013,1,10,2145.0,2135,45.0,50,2475,JFK,LAX
2013,11,18,2054.0,2100,2341.0,2329,1182,JFK,MSY
2013,2,27,608.0,610,921.0,915,1096,LGA,MIA
2013,7,17,724.0,724,1006.0,1003,937,EWR,MCO
2013,10,14,1258.0,1300,1623.0,1610,2475,JFK,LAX
2013,1,14,929.0,935,1238.0,1235,2248,JFK,LAS
2013,6,17,657.0,700,934.0,947,950,LGA,MCO
2013,3,29,2048.0,2040,2139.0,2148,187,JFK,BOS
2013,5,17,1959.0,2000,2251.0,2237,762,LGA,ATL
2013,6,19,2022.0,2000,2151.0,2152,740,JFK,ORD
2013,7,29,1812.0,1800,1938.0,2002,404,EWR,CLE
2013,9,4,1347.0,1352,1452.0,1453,209,EWR,MHT
2013,4,11,1237.0,1245,1500.0,1513,2133,EWR,PHX
2013,6,22,1352.0,1400,1508.0,1540,378,LGA,BGR
2013,11,11,842.0,850,1027.0,1045,479,LGA,CMH
2013,10,23,1459.0,1500,1805.0,1748,997,EWR,TPA
2013,11,12,1657.0,1705,1848.0,1902,946,EWR,MEM
2013,8,2,1339.0,1346,1429.0,1458,173,JFK,MVY
2013,3,19,2122.0,2125,2243.0,2250,764,LGA,BNA
2013,10,4,1706.0,1709,1826.0,1828,200,EWR,BOS
2013,9,30,1815.0,1803,2113.0,2117,2454,EWR,LAX
2013,6,17,1452.0,1456,1814.0,1724,2227,EWR,LAS
2013,5,16,1451.0,1459,1622.0,1635,228,JFK,IAD
2013,8,24,1156.0,930,1441.0,1225,1068,EWR,RSW
2013,10,10,625.0,630,844.0,840,544,LGA,CLT
2013,7,31,900.0,905,1009.0,1016,266,JFK,BTV
2013,6,12,1342.0,1345,1618.0,1635,1389,LGA,DFW
2013,6,10,1400.0,1245,1622.0,1512,746,EWR,ATL
2013,9,26,651.0,629,927.0,929,1085,EWR,MIA
2013,6,23,1254.0,1259,1439.0,1457,544,LGA,CLT
2013,11,5,1652.0,1700,1947.0,2007,1416,LGA,IAH
2013,9,4,1327.0,1329,1444.0,1444,719,EWR,ORD
2013,8,29,2248.0,2245,4.0,3,264,JFK,ROC
2013,9,30,854.0,900,1023.0,1025,214,LGA,DCA
2013,3,10,1026.0,1028,1315.0,1342,1068,EWR,RSW
2013,9,19,2245.0,2255,2353.0,2358,187,JFK,BOS
2013,6,25,103.0,2359,431.0,344,1598,JFK,SJU
2013,8,21,1227.0,1229,1341.0,1342,284,EWR,ORF
2013,7,13,1150.0,1155,1339.0,1332,416,EWR,RDU
2013,10,18,1010.0,951,1226.0,1207,1605,EWR,DEN
2013,1,26,1143.0,1145,1445.0,1508,1096,LGA,MIA
2013,5,1,922.0,925,1125.0,1134,645,EWR,IND
2013,1,31,719.0,720,1041.0,1023,1023,EWR,PBI
2013,11,27,620.0,625,743.0,759,748,EWR,BNA
2013,1,10,1902.0,1900,2135.0,2134,762,LGA,ATL
2013,3,28,913.0,914,1153.0,1210,1028,JFK,PBI
2013,11,16,1623.0,1625,1738.0,1753,187,JFK,BOS
2013,7,29,1355.0,1400,1543.0,1512,214,LGA,DCA
2013,1,25,1930.0,1935,2254.0,2240,1389,LGA,DFW
2013,3,14,818.0,816,1004.0,1013,946,EWR,MEM
2013,9,25,1226.0,1200,1403.0,1354,541,JFK,CLT
2013,8,29,805.0,730,1037.0,1010,944,JFK,MCO
2013,11,10,1300.0,1300,1421.0,1438,733,LGA,ORD
2013,3,24,1002.0,830,1226.0,1053,641,LGA,CHS
2013,12,9,850.0,845,1112.0,1106,645,EWR,IND
2013,3,20,703.0,630,941.0,905,746,EWR,ATL
2013,9,22,812.0,815,1004.0,1040,1620,LGA,DEN
2013,10,30,1001.0,1000,1339.0,1321,2565,EWR,SFO
2013,9,4,809.0,817,956.0,1023,509,JFK,DTW
2013,3,28,1954.0,2000,2059.0,2139,733,LGA,ORD
2013,5,19,947.0,950,1205.0,1235,2248,JFK,LAS
2013,6,4,1406.0,1355,1554.0,1554,569,EWR,CVG
2013,10,25,2229.0,1935,111.0,2250,1096,LGA,MIA
2013,9,20,1423.0,1423,1658.0,1709,1400,EWR,IAH
2013,3,28,2013.0,1929,2235.0,2157,1167,EWR,MSY
2013,1,12,1812.0,1330,2047.0,1617,937,EWR,MCO
2013,7,26,852.0,830,1105.0,1028,488,EWR,DTW
2013,4,4,856.0,859,1213.0,1215,1416,LGA,IAH
2013,5,26,1805.0,1745,1933.0,1940,872,EWR,STL
2013,3,28,1009.0,1001,1122.0,1129,748,EWR,BNA
2013,10,4,747.0,747,1126.0,1139,1608,EWR,SJU
2013,10,27,1436.0,1445,1723.0,1757,1076,LGA,FLL
2013,1,25,2143.0,2045,2318.0,2225,733,LGA,ORD
2013,7,19,1557.0,1555,1808.0,1806,1167,EWR,MSY
2013,2,21,720.0,720,918.0,928,502,LGA,DTW
2013,9,8,1808.0,1805,2057.0,2058,1023,EWR,PBI
2013,2,25,2133.0,2135,2225.0,2244,200,EWR,BOS
2013,1,12,2020.0,2029,2107.0,2139,94,JFK,PHL
2013,5,17,952.0,955,1147.0,1140,733,LGA,ORD
2013,3,7,929.0,929,1235.0,1222,1725,EWR,EGE
2013,6,17,1203.0,1115,1503.0,1400,1389,LGA,DFW
2013,11,24,1856.0,1849,2229.0,2209,2422,JFK,SEA
2013,8,2,1728.0,1735,2034.0,2030,1417,JFK,IAH
2013,12,4,836.0,845,1035.0,1053,544,LGA,CLT
2013,9,11,923.0,929,1155.0,1234,1372,EWR,DFW
2013,6,6,1413.0,1310,1647.0,1532,762,LGA,ATL
2013,2,7,1555.0,1600,1656.0,1732,187,JFK,BOS
2013,7,30,1245.0,1240,1536.0,1545,1085,EWR,MIA
2013,10,19,1623.0,1630,1915.0,1940,2475,JFK,LAX
2013,7,28,854.0,900,1139.0,1142,2446,JFK,SAN
2013,3,17,1049.0,1056,1317.0,1328,1620,LGA,DEN
2013,7,20,1554.0,1555,1742.0,1744,740,JFK,ORD
2013,12,14,,1830,,2140,1068,EWR,RSW
2013,1,5,1149.0,1152,1417.0,1424,820,EWR,JAX
2013,10,17,1837.0,1834,2222.0,2135,1391,JFK,DFW
2013,10,9,1325.0,1320,1618.0,1625,1065,EWR,FLL
2013,5,26,1611.0,1615,1823.0,1840,762,LGA,ATL
2013,9,26,634.0,639,900.0,925,937,EWR,MCO
2013,11,27,1611.0,1544,1851.0,1750,544,LGA,CLT
2013,9,29,705.0,715,815.0,829,200,EWR,BOS
2013,9,4,1433.0,1430,1700.0,1734,2454,EWR,LAX
2013,6,25,2316.0,2245,234.0,135,2475,JFK,LAX
2013,3,12,725.0,730,840.0,843,209,JFK,SYR
2013,3,5,2128.0,2138,25.0,29,1076,LGA,FLL
2013,2,6,1432.0,1435,1543.0,1559,229,LGA,IAD
2013,2,8,,1630,,1838,502,LGA,DTW
2013,9,1,2019.0,2005,2147.0,2130,719,EWR,ORD
2013,10,12,1739.0,1629,2018.0,1919,1400,EWR,IAH
2013,8,5,2206.0,1915,38.0,2230,2475,JFK,LAX
2013,3,31,1041.0,1051,1136.0,1214,282,EWR,BUF
2013,12,6,1249.0,1200,1644.0,1510,2475,JFK,LAX
2013,4,3,716.0,725,1020.0,1030,2402,EWR,SEA
2013,7,12,2017.0,1955,2221.0,2217,655,LGA,TVC
2013,9,3,933.0,935,1158.0,1240,1504,EWR,AUS
2013,7,27,758.0,802,1008.0,1012,1167,EWR,MSY
2013,9,7,1158.0,1200,1417.0,1451,2475,JFK,LAX
2013,12,26,1348.0,1325,1630.0,1648,2454,EWR,LAX
2013,10,29,855.0,900,1216.0,1211,2475,JFK,LAX
2013,4,4,1719.0,1725,1842.0,1835,199,EWR,DCA
2013,7,21,942.0,950,1206.0,1220,2248,JFK,LAS
2013,10,12,1828.0,1829,2102.0,2111,2248,JFK,LAS
2013,7,22,1200.0,1117,1521.0,1335,1620,LGA,DEN
2013,4,26,2118.0,2038,107.0,36,1585,EWR,BQN
2013,3,26,1600.0,1553,1806.0,1808,642,EWR,SDF
2013,7,16,857.0,900,1020.0,1035,733,LGA,ORD
2013,6,25,1.0,2130,249.0,14,1076,LGA,FLL
2013,8,16,1959.0,2000,2242.0,2310,1005,JFK,TPA
2013,2,15,1559.0,1600,1826.0,1850,1626,JFK,DEN
2013,7,25,1154.0,1155,1306.0,1323,258,LGA,BTV
2013,9,11,1253.0,1300,1511.0,1550,1389,LGA,DFW
2013,5,22,630.0,643,825.0,849,569,EWR,CVG
2013,4,19,1255.0,1300,1540.0,1556,950,LGA,MCO
2013,9,16,1542.0,1545,1937.0,1939,1598,JFK,SJU
2013,1,22,1417.0,1420,1544.0,1550,719,EWR,ORD
2013,8,27,726.0,730,935.0,930,502,LGA,DTW
2013,6,21,1840.0,1830,2041.0,2101,665,JFK,IND
2013,7,13,654.0,655,1033.0,1058,1598,JFK,SJU
2013,2,8,1537.0,1535,1852.0,1850,1389,LGA,DFW
2013,5,6,1310.0,1309,1408.0,1414,199,EWR,DCA
2013,2,3,,1200,,1315,213,JFK,DCA
2013,4,1,1926.0,1855,2257.0,2221,1569,EWR,SAT
2013,6,19,741.0,730,1050.0,1045,2565,EWR,SFO
2013,11,9,954.0,959,1221.0,1245,2227,EWR,LAS
2013,10,10,642.0,645,932.0,937,1028,JFK,PBI
2013,7,18,839.0,815,1108.0,1110,1005,JFK,TPA
2013,8,30,1830.0,1805,2040.0,2033,1605,EWR,DEN
2013,12,26,1906.0,1855,2209.0,2220,1096,LGA,MIA
2013,9,12,525.0,530,736.0,810,1400,EWR,IAH
2013,10,9,1442.0,1445,1738.0,1758,2475,JFK,LAX
2013,11,25,555.0,600,815.0,810,569,EWR,CVG
2013,9,21,1323.0,1325,1608.0,1611,1400,EWR,IAH
2013,2,12,1424.0,1430,1803.0,1735,1372,EWR,DFW
2013,4,26,2139.0,2100,2358.0,2338,950,LGA,MCO
2013,6,16,556.0,600,746.0,751,488,EWR,DTW
2013,2,28,822.0,835,1109.0,1134,937,EWR,MCO
2013,9,1,1356.0,1359,1611.0,1629,762,LGA,ATL
2013,3,4,840.0,845,1044.0,1057,544,LGA,CLT
2013,7,21,750.0,752,1035.0,1041,1041,JFK,SRQ
2013,3,19,1626.0,1625,1916.0,1855,762,LGA,ATL
2013,6,24,1338.0,1340,1723.0,1700,1096,LGA,MIA
2013,10,14,1758.0,1803,2029.0,2056,1023,EWR,PBI
2013,8,29,1935.0,1940,2145.0,2125,427,JFK,RDU
2013,6,28,820.0,805,1056.0,1055,1010,LGA,TPA
2013,2,12,650.0,700,745.0,807,184,LGA,BOS
2013,3,8,,1329,,1526,946,EWR,MEM
2013,9,15,1714.0,1700,1900.0,1855,740,JFK,ORD
2013,4,30,1025.0,1029,1221.0,1248,963,LGA,MEM
2013,2,27,1937.0,1900,2058.0,2012,184,LGA,BOS
2013,7,1,1140.0,1025,1333.0,1225,502,LGA,DTW
2013,9,9,1555.0,1559,1823.0,1853,937,EWR,MCO
2013,5,23,,1521,,1705,872,EWR,STL
2013,5,31,1539.0,1440,1719.0,1630,479,LGA,CMH
2013,10,22,1954.0,1930,2107.0,2056,725,EWR,MKE
2013,2,12,822.0,819,1251.0,1306,1598,JFK,SJU
2013,4,13,1649.0,1700,1752.0,1814,200,EWR,BOS
2013,5,3,1651.0,1530,1845.0,1804,665,JFK,IND
2013,4,20,804.0,805,928.0,931,319,EWR,PIT
2013,9,12,1557.0,1520,,1740,1147,LGA,XNA
2013,6,20,830.0,830,946.0,1010,740,JFK,ORD
2013,5,22,823.0,825,1015.0,1023,541,JFK,CLT
2013,7,28,1648.0,1615,1946.0,1831,1020,LGA,MSP
2013,7,25,2305.0,1940,51.0,2142,631,EWR,TYS
2013,7,26,823.0,829,1018.0,1028,1008,EWR,MSP
2013,12,11,2030.0,2030,2335.0,2338,1085,EWR,MIA
2013,11,15,1012.0,840,1152.0,1020,431,LGA,RDU
2013,3,31,1355.0,1400,1506.0,1535,719,EWR,ORD
2013,5,14,2054.0,1908,2224.0,2053,719,EWR,ORD
2013,3,12,1424.0,1355,1533.0,1520,725,LGA,MDW
2013,11,6,1154.0,1159,1449.0,1514,1096,LGA,MIA
2013,2,6,818.0,759,1037.0,1010,1008,EWR,MSP
2013,7,8,1202.0,1200,1406.0,1351,541,JFK,CLT
2013,5,6,1710.0,1706,1847.0,1907,1008,EWR,MSP
2013,9,6,1933.0,1930,2045.0,2050,228,JFK,IAD
2013,9,13,1613.0,1528,1816.0,1737,1092,EWR,MCI
2013,12,28,2135.0,2145,12.0,19,937,EWR,MCO
2013,2,26,651.0,700,1025.0,1015,1096,LGA,MIA
2013,5,31,1229.0,1159,1439.0,1427,820,EWR,JAX
2013,1,19,653.0,655,906.0,927,1182,JFK,MSY
2013,5,12,2123.0,2040,2251.0,2200,213,JFK,DCA
2013,5,16,1638.0,1640,1903.0,1845,502,LGA,DTW
2013,5,3,1632.0,1635,1935.0,1954,1069,JFK,FLL
2013,11,27,1445.0,1450,1601.0,1616,184,JFK,BWI
2013,9,16,1929.0,1930,2232.0,2231,1010,LGA,TPA
2013,1,7,1640.0,1630,1952.0,2020,2586,JFK,SFO
2013,2,9,1512.0,1500,1628.0,1630,738,LGA,MKE
2013,4,24,2112.0,2055,2225.0,2215,719,EWR,ORD
2013,1,7,1908.0,1910,2209.0,2215,1372,EWR,DFW
2013,7,28,1457.0,1440,1735.0,1647,1182,JFK,MSY
2013,6,23,622.0,611,1111.0,954,1598,JFK,SJU
2013,5,15,1600.0,1600,1829.0,1837,762,LGA,ATL
2013,12,7,,1815,,2126,1391,JFK,DFW
2013,6,9,1655.0,1700,1756.0,1823,214,LGA,DCA
2013,12,6,1634.0,1604,1842.0,1828,509,JFK,DTW
2013,12,21,1527.0,1459,1643.0,1639,213,JFK,DCA
2013,10,5,1214.0,1215,1504.0,1510,1389,LGA,DFW
2013,11,12,657.0,700,942.0,1023,2475,JFK,LAX
2013,11,25,1027.0,1030,1319.0,1324,1005,JFK,TPA
2013,11,25,1526.0,1530,1850.0,1901,2475,JFK,LAX
2013,1,9,2100.0,2005,2254.0,2204,594,EWR,GSP
2013,1,5,2054.0,2035,114.0,126,1585,EWR,BQN
2013,12,20,1433.0,1430,1631.0,1641,1008,EWR,MSP
2013,4,2,626.0,630,722.0,750,200,EWR,BOS
2013,4,13,1245.0,1250,1552.0,1548,1069,JFK,FLL
2013,10,28,1347.0,1343,1514.0,1514,719,EWR,ORD
2013,11,26,1205.0,1215,1457.0,1531,2434,EWR,SNA
2013,5,3,1908.0,1805,2030.0,1936,748,EWR,BNA
2013,11,5,548.0,600,643.0,701,184,LGA,BOS
2013,11,1,654.0,700,,1015,2475,JFK,LAX
2013,10,23,810.0,800,1117.0,1117,1089,JFK,MIA
2013,10,8,628.0,630,816.0,840,544,LGA,CLT
2013,12,23,1849.0,1820,2209.0,2145,2454,EWR,LAX
2013,9,18,653.0,700,749.0,806,184,LGA,BOS
2013,2,25,1924.0,1930,2028.0,2054,229,LGA,IAD
2013,9,3,623.0,630,838.0,847,2248,JFK,LAS
2013,5,12,1848.0,1855,2013.0,2041,378,LGA,BGR
2013,6,26,1053.0,1100,1216.0,1213,214,LGA,DCA
2013,2,23,850.0,855,1236.0,1214,1521,JFK,AUS
2013,5,1,1606.0,1608,1743.0,1815,427,JFK,RDU
2013,6,13,2349.0,2122,141.0,2315,529,EWR,CLT
2013,12,10,,1805,,2007,488,EWR,DTW
2013,9,11,1657.0,1700,2007.0,2018,2475,JFK,LAX
2013,7,22,2237.0,1930,144.0,2239,1076,LGA,FLL
2013,4,3,1607.0,1600,1718.0,1720,214,LGA,DCA
2013,11,8,1202.0,1205,1435.0,1452,833,LGA,JAX
2013,8,4,1907.0,1915,2117.0,2131,544,LGA,CLT
2013,4,1,923.0,925,1050.0,1047,301,JFK,BUF
2013,9,26,1659.0,1705,1807.0,1828,273,JFK,PWM
2013,10,6,1400.0,1400,1619.0,1635,762,LGA,ATL
2013,3,28,1326.0,1232,1516.0,1429,529,EWR,CLT
2013,12,12,1739.0,1706,1935.0,1911,946,EWR,MEM
2013,5,2,1357.0,1355,1616.0,1604,708,EWR,SAV
2013,1,31,1011.0,900,1320.0,1227,2475,JFK,LAX
2013,7,24,1859.0,1835,2027.0,2010,419,LGA,CLE
2013,6,28,1539.0,1325,1705.0,1500,431,LGA,RDU
2013,12,30,1350.0,1344,1656.0,1646,1085,EWR,MIA
2013,3,19,1324.0,1329,1507.0,1533,1008,EWR,MSP
2013,4,25,1617.0,1600,1829.0,1719,184,LGA,BOS
2013,1,30,1513.0,1500,1702.0,1653,529,EWR,CLT
2013,1,2,607.0,610,859.0,910,1085,EWR,MIA
2013,10,9,1716.0,1700,1831.0,1855,740,JFK,ORD
2013,5,23,700.0,700,1002.0,1015,2475,JFK,LAX
2013,4,30,855.0,900,1217.0,1216,1096,LGA,MIA
2013,6,3,1055.0,1055,1340.0,1403,1990,JFK,SLC
2013,2,28,1856.0,1903,2004.0,2016,284,EWR,PWM
2013,12,23,,1915,,2122,340,JFK,PIT
2013,9,25,1020.0,1020,1302.0,1310,1005,JFK,TPA
2013,11,16,1213.0,1215,1316.0,1333,282,EWR,BUF
2013,9,14,1309.0,1310,1519.0,1535,762,LGA,ATL
2013,1,27,1901.0,1859,2245.0,2247,2153,JFK,PHX
2013,9,9,924.0,923,1210.0,1229,2402,EWR,SEA
2013,9,12,1145.0,1118,1447.0,1342,1620,LGA,DEN
2013,7,28,1325.0,1330,1723.0,1625,1065,EWR,FLL
2013,1,6,1859.0,1859,2203.0,2155,944,JFK,MCO
2013,5,9,748.0,755,954.0,1004,569,EWR,CVG
2013,4,22,1253.0,1300,1557.0,1615,2454,EWR,LAX
2013,9,16,1022.0,1015,1136.0,1139,748,EWR,BNA
2013,3,17,1657.0,1700,1934.0,1933,762,LGA,ATL
2013,4,20,1239.0,1245,1338.0,1350,187,JFK,BOS
2013,9,14,1923.0,1926,2247.0,2246,2565,EWR,SFO
2013,3,11,556.0,600,828.0,830,762,LGA,ATL
2013,3,19,1333.0,1252,1500.0,1420,748,EWR,BNA
2013,11,3,1731.0,1735,2029.0,2055,1089,JFK,MIA
